class,tweet
xeno,"I saw a news story about Harris county Texas recently of a law officer evicting people. Everyone of them where black and they’re less then 20% of the population. So they’ve lost jobs, lost lives now losing their voice.  No wonder people are angry &amp; protesting. #SaturdayThoughts https://t.co/ehu2KySUNT"
no_xeno,"@Chavros2 @Santiag78758327 @AriDavidPaul Sometimes people do not think, you ask them how much is 15x6 and they pull their phone out. We need to be able to process and filter more efficiently. Just like a cat doesnt eat your BigMac at first glance."
no_xeno,RT @MhmdNaser97: Is teaching children showing solidarity with the oppressed people something to be questioned?
no_xeno,"RT @c0nc0rdgrape: @tayallard I think Shane Dawson is more like Ellen on youtube, cause he built his brand on being a good person and helpin…"
no_xeno,"@CNN Every convention is said:  1. It will be a brokered convention.
Every vote is said:  1. The most important ever.
2. What happens if it goes to the House?

Scaring people is a perennial tradition where elections are involved."
no_xeno,I can't play spiritfarer today until I write 1k words. I'm putting this out into the universe so people can yell at me. Stay tuned for updates.
no_xeno,I can’t imagine sitting out dining on a summer night and these Terrorist arriving! I would be frightened to death! These poor people😢Imagine never feeling safe again. 🙏🏻 this is not my America. Land of the free home of the brave? Where Democrats &amp; Republicans alike are corrupt🙏🏻 https://t.co/sSk5usSOmF
no_xeno,"RT @angeltime21: Today, some people are scared after seeing the unity of the people.

As we have voiced today, we will continue to raise it…"
no_xeno,"@Dread_Loche @GreenMawnstah @Nancy63161899 @Nickidewbear @erinkseals @jeneps Conspiracy theories fool stupid people, not mentally ill people. Conspiracy theories are lots of truths that people connect, and come to exaggerated conclusions that have no space in reality."
xeno,"RT @OwenJones84: If only there was as much uproar over the whipping up of bigotry against Muslims, migrants, refugees, trans people, benefi…"
no_xeno,RT @ScottZILWarrior: I will give someone $30 in 120minutes all you have to do is RT this tweet and like/RT the quoted tweet and comment #Pa…
no_xeno,"RT @SentaMosesMikan: Me at the grocery store, avoiding people who wear their masks below their nose."
no_xeno,@jondahutt @Camellia_Alexan @stillgray Can’t lock up people for hurting others feelings. Can lock people up for assaulting others with a weapon.  What do you suggest is a proportional response to a person saying a word you think is “bad”?
no_xeno,Honestly the concept of really tall people amazes me
no_xeno,"RT @brujacontumbao: Ableism pretends that people who are autistic, deaf, blind, etc are HORRIFICALLY limited in communicating when rly able…"
no_xeno,Why do you think people shy away and push away sadness?
no_xeno,"RT @Crazy_Procyon: Just gonna make sure people know because this is going around:
This damage was done by the landlord. Renters don't do th…"
no_xeno,"RT @nannysmash: surgeries for trans people should be free, i said what i said"
no_xeno,"@Linda6Waite @SENTHILSSK1982 @EraniMila @juliana_monty @streetdogsof @susantananda3 @litepimp @MoveTheWorld @PhaedraXTeddy Totally agree, the idiot filming it is just as culpable, why do people have to film such grief then stand back and watch, 😡"
no_xeno,@xJustPureLuck @Bohdi41826047 @Trerich_Tv @Beluba I’m not claiming to be good at the game lol you should be able to be average and shoot like 30%😂I’m trash and so are half the people that play you can’t insult me I know I’m bad and I can’t have fun right now
no_xeno,@MomJar1 @ryderdane Democrats banned the H drug and wonder why people are dying in their states?  Democrats are killing Americans by not letting them use H drug.
no_xeno,"RT @ScooterCasterNY: #HappeningNow the protesters in Rochester NY are ""shutting down restaurants"", tables are broken, people running off sc…"
no_xeno,"RT @Imani_Barbarin: TW: genocide 

Thread...

A lot of Ableds are getting overly excited that his treatment of disabled vets is the thing t…"
no_xeno,RT @_BJay242: Some people would never know the things you did and the sacrifices you made for them
no_xeno,"RT @RudyGiuliani: These are #BidenRiots because of #Bidensilence on riots for 90 days and now failure to criticize rioters.

“SILENCE IS CO…"
no_xeno,RT @tiredtechno: sometimes i think the world is a perfect place but then i remember that there are people who don’t stan technoblade
xeno,"RT @NelsonChurchil3: @DJBlackwell @robertsessford1 The work of the useless weak Patel again , protect the illegal immigrants , but make sur…"
no_xeno,RT @BrandonStraka: More @JoeBiden voters destroying our society after being emboldened by @TheDemocrats the leftist media. At this point it…
no_xeno,@Aspiracions @Adrian___Harvey @SkySports I need to do some research that black people experience racism?
no_xeno,"RT @zimlive: #FLASHPOINT A soldier has reportedly been injured, possibly disarmed and shot, in Chivhu. The incident outside a Chicken Inn f…"
no_xeno,"RT @kumailn: Really not excited about seeing all the pics and videos of people doing it up on Labor Day weekend, dragging us deeper into th…"
no_xeno,Where do I sign up to be one of those photographers that hides in the bushes and takes photos of people getting proposed to? Last time I did it freelance and got arrested.
no_xeno,RT @LizPanOSA: Reading this and love what @mrjamesob says about people who confuse ‘freedom of speech’ with ‘freedom to say silly things wi…
no_xeno,"RT @Ahalya_tweetz: 🌈Remember: You are the writer of your own story, other people help you to open the next page💙😇.

#Kavin"
no_xeno,RT @Trevornoah: So many people tell me they can see themselves when they look at me. It’s so beautiful to know how I can affect people’s he…
no_xeno,RT @TheLifeOfCoko: Stop blaming Christianity. Blame the white people who weaponised it.
no_xeno,"RT @SneakyMessi: • Dembele spends so much time in the hospital people forget what an absolute beast he is on the pitch! 🔥🔥🔥

Give us consis…"
no_xeno,RT @KwikWarren: We’re closer to a trump-instigated Civil War than we think. Heavily armed militia members? Nope. This is going on in Louisv…
no_xeno,"@FrancaRose33 or the number of times you heard on Fox News ""Some say..."" Or the people who had proof that Obama was born in Kenya... Or the idiots  creating and curating conspiracy gibberish."
no_xeno,"RT @RF_P0TUS: Only 700? Out of 18 MILLION? .0038%? I could get more people to sign a letter supporting puppy roasting, Private Bone Spurs."
no_xeno,"RT @jiggyjayy2: I could be happily married to a man and still slander m*n because as a whole, as a general body...yall just arent good peop…"
xeno,RT @DeAnna4Congress: Black Lives Matter does not want equality. They hate white people.
no_xeno,"RT @nytimes: Artists, journalists and activists in Hong Kong risk criminal prosecution. 

The police have arrested more than 20 people unde…"
no_xeno,"THIS RIOTING  HAS TO STOP ....
JOE BIBEN....💥💯
YOUR DEMS ARE PAYING FOR &amp;  Providing food all their Weapons and where they stay &amp; their flights &amp; their busses... The Whole World Know it...
Real Honest  Campaign... Your  People &amp; Deep State  Act like a 3rd World Country
JOE.."
no_xeno,"@zarahsultana Maybe your party just isn’t as good as the @Conservatives &amp; should stop making excuses for that &amp; offer something that people can actually stomach? There’s no conspiracy, your party is just useless."
no_xeno,"RT @Loveisirene: I am sure that everyone knows when begining to do something for very first time, you will need the best luck so that many…"
no_xeno,"RT @4UWell: People don’t decide their futures, they decide their habits and their habits decide their futures."
xeno,Hey people not from Britain. The song is “Sophie Aspin Send” not m to the b
no_xeno,RT @TimHannan: Pretty funny all the people saying the story was complete BS have disappeared since Fox verified it.
no_xeno,"RT @ShannonFreshour: Caveat in believing 1,000 - 3,000 deaths per day is acceptable to have your ""normal life back"" is also believing you a…"
no_xeno,"RT @michaelharriot: People should stop saying how many people police kill each year. Or, if you want to throw out a number, preface it with…"
no_xeno,"RT @nehaaroraYT: @HerdHUSH Kitna paisa mila inn Aunty's ko ???? Shameless doings. 

Why don't these people file a petition to declare Mahar…"
no_xeno,RT @RyanGirdusky: Trump said something so egregious about the troops that half-a-dozen people sat on it for 30 months until he started peac…
no_xeno,"RT @shaaaaniquee: Choose people that leave you in peace, not in pieces."
no_xeno,"@skyblueheel Please cite the number of deaths caused by the lockdown and inducing fear so great, people refused to go to get treatment or testing for such things as cancer."
no_xeno,"RT @CistoSrceDajMi: All too often, I see hateful language and derogatory terms used on here, when people speak about others.

We all need h…"
no_xeno,RT @beccajana: I think a lot of people today are more exposed to pseudoscience for example online personality test that are not based on an…
no_xeno,RT @DariaanMichelle: dead the same people who reply with the ‘09 picture just to win a stan argument upset cus nobody wants to fill them in…
no_xeno,"RT @AamerAnwar: Yep that’s right, boo away against masks, the 41,500 dead people in 🇬🇧 are actually pretending, along with 200k in 🇺🇸 &amp; 750…"
